ID,comment,sentiment
3551,မင်းတို့မဂ်လာဆောင်ပုံလေး တတ်လာတော့ ငါပြုံးမိတယ် နောက်ဆုံးတော့ မင်းချစ်တဲ့လူလက်ထဲထည့်ပေးနိုင်ခဲ့ပီ ပုံထဲမှာ မင်းရီတာလေး အရမ်းလှတယ် ငါတို့က အစွနိးနှစ်ဖက်ကလူသားတွေမလို့ ဒီဘဝမှာ မင်းလက်ထပ်တဲ့လူက ကိုယ်မဟုတ်ပေမဲ့ နောင်ဘဝမှာတော့ ကို့ကိုယ်ရွေးချယ်ပေးပါ 😊🎉,positive
3552,လွမ်းတယ် ကို ရယ်ဒါပေမဲ့ ကို မှာ ချစ်နေတဲ့သူရှိနေပီလေနာကျင်စွာလမ်းခဲွခြင်းတစိခုက နွယ် က သာ စောင့်မျော်ပီး ရူးကျန်ရစ်ခဲ့ရတာပါပဲ ကို ရယ်,negative
3553,ထဲကြေကွဲလူငယ်အဖွဲ့၀င်များတွေ့ရှိ 💅,neutral
3554,မယွန်းရယ် သိပ်သတိရတာပဲ,positive
3555,တစ်သက်လုံးတွဲရမဲ့လက်လေးကိုတစ်သက်လုံးကိုင်ခွင့်မရှိတော့ဘူးလို့စဉ်းစားမိတိုင်းအသဲတွေကြေမွရပါတယ်အချစ်ရယ်ငါ့အတ္တတွေကြောင့်ဝေးခဲ့ရတာမို့မင်းဘက်ကလဲမမှားပါဘူးမင်းကတော့လို့မေးနိုင်ပင်မဲ့မင်းအတွက်ငါကအရေးကြီးဆုံးမဟုတ်တဲ့အတွက်ငါလဲမင်းထက်ငါ့အတ္တကိုငါပိုချစ်သွားတာသုံးနှစ်တာဆိုတဲ့သံယောဇဉ်ကအရမ်းခိုင်မာလွန်းတယ်လေအချစ်ရယ်ငါတို့တွေရအောင်ဖြတ်ကြတာပေါ့နော်ကြားထဲငါတို့ချစ်ခြင်းကိုဖြတ်တဲ့မနာလိုသူတွေရှိခဲ့ပင်မဲ့ငါတို့ချစ်ခြင်းကြိုးကိုငါတို့ကိုယ်တိုင်ဖြတ်မှပြတ်မှာအချစ်ရယ်အချစ်သစ်ကိုထပ်တွေ့ခဲ့ရင်လဲငါ့ထက်မလျော့တဲ့အချစ်တွေနဲ့ချစ်ပေးလိုက်ပါမင်းကငါ့အတွက် ဆိုပင်မဲ့ ဆိုလဲမမှားပါဘူးအချစ်ရယ်မင်းဘဝလေးသာယာအေးချမ်းပါစေမုန်းတယ်လို့လဲမညာချင်ပါဘူးအရမ်းချစ်တယ်ငယ်ရေ😄,neutral
3556,ဒီလူသားကိုဘယ်လောက်တောင်မြတ်နိုးခဲ့ရလဲ အိမ်နဲ့လည်းမိတ်ဆက်ပေးခဲ့တယ် ချုပ်ချယ်ခံရတဲ့ကျွန်မဘဝမှာရှင်နဲ့မှပထမဆုံးအရာတွေကိုလုပ်ဘူးခဲ့တာပါရှင်ရယ် လုပ်ရက်ခဲ့တယ်။ရင်ဝကိုစောင့်ကန်ခံရတဲ့ခံစားချက်တစ်သက်မမေ့ဘူး,negative
3557,မှိုင်း ဆိုတဲ့ အမျိုး သမီးလေး ဒီစာကိုတွေ့ ခဲ့မိရင် ကိုယ့်ဆီကိုအချိန်မရွေးပြန်လာလို့ရတယ်လို့ ပြောချင်ပါတယ် အချစ် 🥺,neutral
3558,နောက်ဆုံးကျတော့လဲ ကလေးမကအကို့အတွက်အချစ်ဦးထက်ရူးခဲ့ရသူပါ လို့ပြောခဲ့တဲ့ အကို့ကိုနှစ်ကျော်စောင့်ခဲ့သော်လည်း အကိုက ကျမကလွဲရင်တခြားတယောက်ပဲရွေးချယ်သွားခဲ့ပြန်တယ်,negative
3559,မင်းထက်အရင် မွေးခဲ့လည်း မင်းလောက်တော့ ငါမမိုက်ရူးရဲ🤡,neutral
3560,ကိုလွမ်းလိုက်တာဗျာ😞,neutral
3561,😂😂😂😂😂😂,positive
3562,မာနတွေကြောင့် ကိုယ်တိုဝေးရပြန်ပြီ,negative
3563,ဝင့်ရယ်သီချင်းထဲကလိုဘဲနင်နဲ့ငါနဲ့ဘာကြောင့်ချစ်ခဲ့ကြပြီးဘာကြောင့်ဝေးခဲ့ရတာလဲဝင့်သင်ဇာထက်ရယ်,negative
3564,နာကျင်စွာနဲ့လမ်းခွဲ ခြင်းကိုရွေးကမ္ဘာတူနေလဲချစ်ဖို့မဖြစ်နိုင်သေး😓,negative
3565,ကြိုက်နယ်,positive
3566,တစ်ခါတစ်လေတော့လည်းခများလေးကျွန်မဖက်ကိုလှည့်ကြည့်ပေးလို့မရဘူးလားရှင်ရယ်😢,negative
3567,နှစ် လ မှာ ပြီးသွားခဲ့ပြီ ချစ်သေးပေမဲ့ပြန်မလိုချင်တော့ပါဘူး အချိန်တိုင်းလိုလိုသတိနေရတာတော့အမှန်ပါပဲ,positive
3568,😢😢😢👩💋👨,neutral
3569,အချစ်ရေစတွေ့ကတည်းကနေ ဝေးခ့ဲတဲ့အချိန်အထိကိုယ်ပဲမှားခဲ့တာချည်းပါပဲ။ကြည်ဇော်အေး,negative
3570,သေချင်တယ်ကွာ ဘာလို့လည်းဆိုတော့ငါ့ဘဝကြီးကသူမရှိရင်ဘာအဓိပ္ပာယ်မှမရှိတော့ဘူး အရင်ကသေရမှာကြောက်တဲ့လူကအခုတော့ အရမ်းသေချင်တယ် ဖြစ်နိုင်ရင်သူ့ကိုပြန်လိုချင်တယ် ဖြစ်နိုင်ရင်ပေါ့ကွာ😔💔,negative
3572,ငါနင်ကိုဘာကြောင့်များချစ်မိသွားလဲ😢 နင်ကငါဘာလုပ်ပေးပေးမပျော်တာငါကိုမချစ်လို့မလား😢💔💔💔😭အခုတော့ဇာတ်လမ်းပြီးဆုံးသွားပါပြီ🤒😩 နင်ကြောင့်ဆိုကာကွယ်မယ်ဆိုတဲ့ငါအခုဒဏ်ရာတွေနဲ့မကာကွယ်နျုင်တော့ဘူး🤒😭💔😿💔💔💔💔💔💔💔💔💔💔💔💔💔,negative
3573,အမှတ်တရတွေကဟူးးးး😢,negative
3574,ငါ ဘာကြောင့်များ နင့်ကိုချစ်မိသွားလဲ😒,neutral
3576,မချစ်နိုင်ဘူးထင်တဲ့သူကိုမှအသက်ထက်ပိုချစ်မိသွား😢,negative
3577,😢😢😢😢😢😢😢😢,positive
3578,တို႔အျဖစ္နဲ႔တူေန႔တယ္ 😔😞💔💯💔😢😢အဆင့္ေျပးရဲ႕လားအိ 😊😔😔😞😢သူကိုသတိရတယ္ 😔,neutral
3580,နားထောင်မိတိုင်း မျက်ရည်လည်မိ 😢,positive
3583,မှား သွားတယ်,negative
3584,ဘေဘီလေးရေ မင်းကိုလွမ်းတယ် ကိုယ်တို့ဝေးနေတာ၂နှစ်ရှိပြီနော်တစ်ချိန်ချိန်မင်းဒီလေးမြင်ရင်မင်းကိုသိပ်ချစ်တဲ့ကောင်လေးတစ်ယောက်အမြဲစောင့်နေတယ်ဆိုတာသိစေချင်တယ်,negative
3586,ဟိုရယ်😞,neutral
3587,ခုမှအဲ့လိုလိုဖြစ်နေပါတယ်😢😢,positive
3588,မင်းမြတ်ထွန်း သတိရတယ် ယီးပဲ,negative
3589,ကိုကိုရေသဲငယ်လေကိုကို့ချစ်မိခဲ့တာသဲငယ်အမှားပါကိုကိုကသိပ်တော်တာပဲဟန်ဆောင်ချစ်ပြတဲ့နေရာမှာလေ😆😆💔🥀,negative
3590,ခံစားချက်တွေကအခုဖြစ်နေတာနဲ့တူနေတယ်😢,positive
3592,ဟာဖက်ထုတ်ကတော့လုပ်ပြီ🥲,neutral
3593,ကိုသတိရတယ်ရှင်,positive
3594,ခံစားချက်အပြည့်နဲ့ရေးထားသော,positive
3595,စိတ်ထဲမှာ ငါဒီလိုလုပ်ခဲ့ရတာလား တောင်စိတ်ဖြစ်သွားတယ်😢😢,positive
3596,၄နှစ် ကျော် အတူရှိခဲ့ပီး ဘာ အမှား ကြီး များရှိသွားလို့ ထားခဲ့ရက်တာလဲ ကွာ,negative
3597,မိုက်တာကမိုက်ပါတယ်ရဲ့ရင့်အောင်ကတစ်ခန်းလေးတောင်ပါမလာပါလား,neutral
3600,ရောက်နေပြီ ဒီသီချင်းနားထောင်ပြီးငိုနေတုန်း,positive
3601,ဘာကြောင့် များချစ်မိသွားလဲ 😢,neutral
3603,ခိုးငိုေနၿပီလို,neutral
3605,အရက်မူမူးနဲ့ နားထောင်နေတာအတိတ်ကိုသတိရစေတယ်ဗျာ😢😢😢,positive
3606,အရမ်းခံစားရတယ်😢😢,positive
3607,နားထောင်တိုင်း သတိရတယ် 😢😢,positive
3608,သီချင်းစာသားတွေငါကနဲ့သူနဲ့ကြားကဆက်ဆံရေးလို့ပဲ,positive
3609,မျက်ရည်တွေရွှဲနေပီ😢,positive
3610,ပေါက်စက ခင်ဗျားကို အရမ်းကြိုက်တော့ ကျုပ်က ခင်ဗျားကို အမြင်ကတ်နေတာ ခုတော့လည်း ခင်ဗျားသီချင်းနဲ့ပဲ ကွဲနေရရော😢,positive
3611,ငါနဲ့နင့်နဲ့ဝေးကွာသွားပြန်ဘယ်တော့မှပြန်မနီးစပ်နိုင်လောက်တဲ့ထိကိုဝေးသွားတာ😢,negative
3612,မချစ်လို့မဟုက်တာကို မင်းလည်သိမယ်လို့😢😢😢😢,negative
3613,ငါတို့၂ယောက်နဲ့တိုက်ဆိုင်တယ်😢😢,negative
3614,ဒီသီချင်းလည်းထွက်ကိုယ့်ခံစားချက်နဲ့တိုက်ဆိုင်မှုကြီး😢,positive
3615,ဒီသီချင်းလေးနားထောင်လိုက်ရင် ကျနော်တို့အတွဲလိုပဲ😢,positive
3616,ခုတော့လည်းဝေးပြီ💔,negative
3617,လီးဘဲ,neutral
3618,ရပါတယ် 😖😖😖,neutral
3619,အရမ်းကြိုက်တယ် 🎉🎉🎉,positive
3620,ငိုချင်တယ် 😭😭,positive
3621,စနားထောင်တုန်းကအရမ်းကြိုက်ခဲ့တာအခုကျတော့စိမ်းသွားတဲ့သူငယ်ချင်းကိုသတိရမိတယ်ရူးမိုက်နဲ့ချစ်ခဲ့ကျတာပါအခုကျသူစိမ်းတွေပါ,negative
3622,🥹💗,positive
3623,🤕 😥,negative
3625,ခနခနနားထောင်ချင်လို့လေးလုပ်ပေးပါလား,positive
3626,ဒီသီချင်းကြားတိုင်း မောင့်ကိုလွမ်းတယ် 😅,positive
3628,ချစ်သူဂပါစေ,neutral
3629,ချစ်သူရပါစေ တစ်နေ့,neutral
3630,တစ်ယောက်နဲ့တစ်ယောက်ဝေးနေကြလို့ပါ,negative
3631,အချစ်အတွက်အချိန်မပေးနိင်ဘူး,neutral
3632,😢အေကာင္းဆုံး,positive
3633,အချစ်ရေ ဘာကြောင့်ဝေးသလဲ,neutral
3634,🥀💔,positive
3635,ဘာကြောင့်ချစ်ခဲ့ကြလဲမသိဘူးပြီးတော့ဘာလို့ဝေးသွားကြလဲမသိဘူးဗျာ😮,neutral
3637,ရှင်ရယ်💔,negative
3638,လွမ်းတယ်အရမ်းချစ်ခဲ့ရတဲ့,negative
3639,အေးစက်စက်စကားလုံးတွေအေးစက်စက်အပြုအမူတွေကိုယ့်ကိုမလိုအပ်တော့ဘူးထင်ပါရဲ့တဖြည်းဖြည်းဝေးကွာဖို့အစပြုနေပြီထင်ပါတယ်ကိုယ့်ကိုယ်ကိုတောင်ပြန်မလိုချင်တဲ့အခိုက်အတံ့တွေရှိတာမို့ မင်းမလိုချင်တော့ရင်အပြစ်မဆိုရက်ပါဘူးအချစ်ရယ်,negative
3640,လို့ တကယ်ကောင်းတယ်😢,positive
3641,ကို့ ကိုသတိရတယ်,positive
3642,နားထောင်လို့အရမ်းကောင်းတယ်,positive
3643,မ မင်းမြတ်ချစ်သလိုမောင်လည်းမကိုအရမ်းချစ်ခဲ့တာဗျ,negative
3644,ဒီလောက်နဲ့ပဲ ရပ်လိုက်တော့မယ် မောင်ရေ မ အလုိအပ်ဆုံးချိန်မှာ မောင်ရှိမနေတဲ့အတွက်လဲ မ မကျေနပ်တာတွေမရှိတော့ဘူး တောင်းပန်ပါတယ် မနှုက်ဆကိပဲ အဆက်သွယ်ဖြတ်လိုက်ရလို့ မဟုတ်ရင် မ မောင့်ကို ပြတ်နိုင်မယ်မထင်ဘူး,negative
3646,သီချင်းကအရမ်းကောင်းတာပဲ,positive
3647,ရယ် မင်းနဲ့အရမ်းတိုက်ဆိုင်တယိ,positive
3649,😐😐👍,positive
3650,ဝင်းရွှေရည်အောင်ရယ်ကိုတို့ဘယ်ချိန်တွေထိဝေးနေမာလဲ,negative
3651,အရမ်းကြိုက်တဲ့သီချင်းလေးပါ,positive
3653,😭💕,positive
3654,း,neutral
3655,ကအရမ်းလွန်းလို့နားကြပ်နဲ့အသံချဲ့နားထောင်ရတဲ့အထိပါပဲ။ ကိုယ့်ဖင်ကိုယ်ကြားအောင်ဆိုပြီး လုပ်ချင်တာလား။ ကမိုက်သလောက် စောက်တလွဲ။ လီးကိုခွဲထွက်တဲ့ ဘောင်တောင်မဝင်ပဲနဲ့,negative
3656,အရမ်းကြက်တဲ့,neutral
3657,ကမ္ဘာတူေနလည်းချစ်ဖို့မဖြစ်နိုင်သေး,negative
3658,နေ့တိုင်းနားထောင်ဖစ်သော🥹,positive
3660,ငါ့တို့၃နှစ်လောက်အတူတူရှ်ိခဲ့ကျတယ်ချစ်ခဲ့ကျတယ်အခက်ခဲတွေအများကြီးကျော်ဖြတ်ခဲ့ရတယ်နင်အရမ်းရက်စက်တယ်ငါမထင်ထားခဲ့ဘူးတစ်ခြားတစ်ယောက်ထပ်ချစ်ခဲ့မယ်လို့ငါပဲ့တစ်သက်လုံးချစ်နိုင်မယ်ထင်ခဲ့တာလုပ်ရက်တယ်နော်ကံတရားဂနင်ချစ်တဲ့သူနဲ့ပျော်ခွင့်ပေးပြီးနင်အရမ်းချစ်တဲ့ငါကျတော့ပျော်ခွင့်မပေးဘူးရှင်လျှက်နေ့တိုင်းသေနေခဲ့ရတယ်ဘာလို့ချစ်တယ်လို့ပြောခဲ့သေးလဲနင်အရမ်းမုန်းလို့နင်နဲ့တူတူရှိခဲ့နေရာတွေနင်ရှိတဲ့နေရာငါ့မြို့ဆီငါ့တစ်သက်လုံးပြန်မလာဘူးငါနင်အပြီးပိုင်နူတ်ဆက်တယ်ရေစက်ကုန်သွားသလို့ဘယ်တော့မှမတွေ့ချင်တဲ့သူဂလဲနင်ပဲ့😊😊,negative
3662,စာသားနဲ့အသံနဲ့ ကွက်တိ,positive
3663,မောင်ရေ,neutral
3666,ကျေးဇူးပါ 😊 ကြိုက်တယ်,positive
3667,ဖြစ်လာမယ်အရာကိုလက်ခံအောင်ကြိုးစားရမှာပေါ့,positive
3668,ဘာလို့၀ေးခဲ့တာလဲဆိုတော့ ကိုအဖုံးဖွင့်ပီး မသုံးလို့ပါ,neutral
3669,အကို့ကို လွမ်းတယ်ဆုံစည်းပေးခဲ့တဲ့ ကံကြမ္မာကို မုန်းတယ် အကို့ကို ချစ်လို့ အရမ်းဆိုးခဲ့မိတာပါ အကို့ကို ညီအရမ်းသတိရတာဘဲကိုရယ် ခုတော့ ညီခေါခဲ့တဲ့ ကို ဆိုတဲ့နာမ်စားလေးက အခြားတစ်ယောက်ပိုင်ဆိုင်သွားပြီပေါ့ ကို ပြန်လာပေးပါလား ညီလိမ္မာနေပါပြီ,negative
3670,စကားလုံးလေးရဲ့ အဆုံးမှာ မင်းလေးမျက်ရည်ပျို🥺😔🥲,neutral
3674,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😅😊😊😊😅😊😅😊😅😅,positive
3676,ီုသီချင်းနားထောင်ရင် ဗျာ မခံစားနိုင်ဘူးဗျ🤕😭,positive
3677,သူထားသွားတဲ့ေန့ကအကိုသီချင်းကြားတာနဲ့ငိုမိသွားတာတစ်ေန့လံုးဘဲ၂၈ရက်ေန့ဆိုသူထားသွားတာ၁လပြည့်ေတာ့မယ်အခုထိညမသူ့ကိုချစ်မိေနတံုးဘဲဒီတစ်သက်သူကလွဲပြီးတစ်ခြားတစ်ေယာက်က်ုထပ်ချစ်နိုင်မယ်မထင်ဘူး🤒🤒🤒😢😢😢,negative
3680,ကျနော်တို့ရဲ့ ချစ်ခြင်းကို လူတွေက ဘာကြောင့်ခွဲချင်ရတာလဲ။ကျနော်တို့ရဲ့ ချစ်ခြင်းက ဘာတွေများအပြစ်ရှိလို့လည်း။နောက်ကျောကိုဓားနဲ့ထိုးတဲ့ တွေကို စောက်ရမ်းမုန်းတယ်။😭😭😭,negative
3681,ငါတော့ ငိုနေရပြီ,negative
3682,ကျနော်တို့ကျတော့သီချင်းနဲ့ညတိုင်းငိုခိုင်းပြိခဗျားကျဆော်ကြိးနဲ့😊,neutral
3683,ကမ္ဘာတူနေလဲချစ်ဖို့မဖြစ်နိုင်သေး ဆိုတဲ့အတိုင်း လိုချင်တာတောင်းတတိုင်းရတဲ့မင်းနဲ့လိုချင်တာရှိရင်စုပြီးဝယ်ရတဲ့တို့ဘဝခြားနားပါတယ် မင်းဘေးကကောင်မလေးေတွလိုတော့ငွေကိုရေလိုမဖြုန်းနိုင်ဘူးကောင်လေးရေ,negative
3685,ကားကောင်းကောင်းလေးတွေထက်ထက်ထုတ်ပေးပါအုံးနော်မျှော်နေမယ်,neutral
3686,😑,neutral
3687,🎼🎵🎶🔊🔭🥾👔👖🧸🛍💵💸🧮📞🎭📺🎸🎺🎷🎻🧃🍻🥂🍺🍕🥐🍗🐰👼👫👩🦳👱😥😓😪🤕😽,positive
3688,🤗🤗🤗🤗,positive
3689,လို့ကောင်း,positive
3691,🥺 🙈,positive
3692,ခံစားလို့ကိုမရတာ,negative
3693,ဘာလို့လဲ အစကတည်းက မချစ်နဲ့ပေါ့,neutral
3695,မင်းမရှိတော့ငါဘယ်သူ့ကိုဒိသိချင်းလေးဆိုပြရမာလည်းကွာ,negative
3697,စကားလုံးရဲ့အဆုံးမှာ အဖုံးလေးဖွင့်ပါဦး,neutral
3698,🎉😂😊,positive
3701,လမ္းခြဲခဲ့ရေပမယ့္ တစ္ခါျပန္ခ်စ္ခြင့္ရခ်င္ပါေသးတယ္ အခ်စ္ဆံုးရယ္,neutral
3702,တွင်းဆရာကြီးများအားတွေ့ရှိ🤣🤣🤣😌,positive
3704,အတွေ့အကြုံမရှိလို့စမ်းချစ်ကြည့်ခဲ့တာသောက်အသည်းကွဲတာဘဲအဖတ်တင်တယ်😅တကယ်လည်း ဖြစ်သွားခဲ့တယ်😢,negative
3705,😮🎉🎉😊,positive
3707,ပန်းပဲခူးခူးလမ်းပဲကူးကူး ဘတမှာဂရုစိုက်ပါ ဖီ🌼,positive
3708,အများကြီးချစ်ပးခဲ့တာကိုထားခဲ့ရက်တယ် မောင်,negative
3709,ကြိုက်နယါ,positive
3710,နဲနဲမယ်နော်😢,neutral
3712,တို့အဖွဲ့ကိုအမြဲတမ်းအားပေးလျှက်ပါအကြိုက်ဆုံးကတော့ရဲ့အသံနဲ့သီးချင်းတွေပဲ,positive
3713,အရမ္းႀကိဳက္,positive
3714,ကျနော့်ကိုသူပြောဖူးတယ် ကိုကိုနင်ငါ့ကိုမထားသွားပါနဲ့နော်တဲ့ အခုတော့ကျနော်သိလိုက်ရတာက အဲ့စကားက ကျနော်ပြောဖို့အတွက်ဖြစ်လာတာဆိုတာပဲ။ထားသွားဖို့နေနေသာသာ လက်လွှတ်ဖို့တောင်တစ်ခါမှမတွေးခဲ့ဖူးပါဘူးသဲရယ်။,negative
3717,မင်းထားပစ်ခဲနေရာလေးမှာဘဲစောင်နေဆဲပါ💔💔💔,negative
3718,😢 💔,positive
3720,အသံေကာင္းတယ္ အဆိုေတာ္လုပ္ပါလား,positive
3721,မင်းငါ့ကိုဆုံးရှုံးနေကတည်းကငါလဲငါ့ကိုယ်ငါဆုံးရှုံးလိုက်ရတာပဲ,negative
3722,ခံစားရမယ်😢,positive
3725,အရမ်းကိုခံစားရတယ်ဗျာ😢,positive
3728,ပိုင်ဆိုင်ချင်ရက်စွန့်လွှတ်လိုက်တာငါ့အမှားပဲ,negative
3730,လွမ်းတယ်ဘာလို့လဲ ဘာလို့အဆက်သွယ်ဖြတ်သွားခဲ့ရတာလဲ ဘာမှမသိမကြားရဘဲ ကျန်နေခဲ့ရပြန်ပြီ နေနိုင်နေလိုက်တာအမှတ်တရတွေမရှိခဲ့သလိုဘဲ တကယ်ကိုသွေးအေးလွန်းတယ် မင်းရယ်,negative
3731,🤮🤮🤮🤮🤮🤮🤮,negative
3733,😭💔,positive
3734,က,neutral
3735,ရူးရူးမိုက်မိုက်တို့စွဲလမ်းကြတယ်အချစ်တစ်ခုအောက်မှာကျရှုံးခဲ့ရတယ်😢,negative
3737,လေးပြောပေးပါလားအမရယ်,neutral
3738,🎉 👍😊😊 😞😮😂 😀😀😀😀😀,positive
3739,ငါကပဲစပြီးချစ်ခဲ့သလို ချစ်ခဲ့တဲ့အချိန်မှာလဲ အများကြီးပိုပြီးချစ်ပေးခဲ့ပါတယ် မင်းကိုသိအောင် ပြောမပြနိုင်တော့ဘူးကွယ် 😢😢😢,negative
3740,အားပေးလျက် က်ိုရဲရင့်အောင်,positive
3741,ကိုကိုကဧပရယ်ဖူးနေ့မာဒေးတင်တော့ဒီကကောင်မကအသဲကွဲပီကိုကိုရယ်🥀,negative
3742,လို့ကောင်းတယ်ဗျာ,positive
3743,💔💔💔💔💔💔💔💔💔😭😭😭😭😭🥳😥😥😥,positive
3744,ပန်းပဲခူးခူး လမ်းပဲကူးကူး ဘဝမှာ ဂရုစိုက်ပါ🎧,positive
3745,တိုက်ဆိုင်တဲ့သူတွေကတော့ ခံစားချက်တွေ ပေါက်ထွက်ကုန်ပြီ ပြန်မေးလိုက်ချင်တယ် ငါနင့်ကိုဘာကြောင့်ချစ်မိသွားတာလဲ လို့😢😢,negative
3746,ဒီသီချင်းနားထောင်လိုက်တိုင်း မျက်ရည်တွေအလိုလိုဝဲလာတာ ငါတစ်ယောက်တည်းလား,positive
3747,💔😪💔😭💔😪💔,positive
3748,မချစ်လို့မှမဟုတ်တာမင်းလည်းသိတာမို့ဘာကြောင့်နင်နဲ့ငါဝေးခဲ့ရတာ😢🥹💔,negative
3749,သိပ်လွမ်းတယ်ကွာ 🤕 မင်းဘက်ကမချစ်နိုင်တော့လို့ထားခဲ့ပေမယ့် ငါဘယ်တုန်းကမှမင်းကိုမမုန်းခဲ့ပါဘူး အချိန်တိုင်းလွမ်းမိတယ် မဖြစ်နိုင်တော့ပေမယ့် အမြဲတမ်းချစ်နေမယ်နော်ကလေးလေး မင်းချစ်ရတဲ့ကောင်မလေးနဲ့လည်းပျော်ရွှင်ပါစေကွာ,negative
3752,😘😔,positive
3753,🥺😐,positive
3754,💗💗💗,positive
3755,က ဆိုးတယ်ကွာ,negative
3756,🐱🐱🐱🐱,positive
3763,💌,positive
3764,🙄🙄🙄,positive
3765,😉🙂👍👍👍👍👍👍👍👍👍👍👍👍,positive
3766,😂😭😂😭,positive
3767,😣😑😓,positive
3770,တကယ္ေတာ့ကိုယ္တို႔ဟာတစိမ္းေတြပါဘဲအခ်စ္ရယ္ မင္းကိုျမတ္ႏိုးလြန္းလို႔ခ်ည္ကပ္ခဲ့တာ ကိုယ့္ဖက္ကဘဲစၿပီးကိုယ္ဘက္ကဘဲအဆံုးသတ္လိုက္ပါမယ္ အရာရာအဆင္ေျပပါေစ ခ်စ္ရသူ,neutral
3774,ဒါလဲ သူကနားထောင်ဖို့ဆိုပြီးရွေးပေးခဲ့ဖူးတယ်,positive
3775,အခုနားမထောင်ရဲဘူးအရမ်းတွေနာကျင်နေရလို့ 😢,negative
3778,ကောင်းပါတယ်ကြိုက်တယ်,positive
3780,ငါနဲ့ နင်နဲ့ ဘာကြောင့်ဝေးခဲ့ရလဲငါတို့ကမဖြစ်သင့်ဘူးလေ,negative
3781,နာကျင်စွာနဲ့လမ်းခွဲခြင်းကိုရွေး😭😭,negative
3782,စကားလေးဆုံးနောက် သူမျက်ရည်ဝဲ,negative
3786,စာသားလေးတေ အရမ်းကြိုက်တယ်,positive
3788,ကဗျာဆရာ 😂,positive
3790,ကျနော်သူ့ကိုမေးဖူးတရ်ဘာကြောင့်လဲ လို့သူပြန်ဖြေခဲ့ပါတရ် ငါနင့်ကို အပျော်တွဲခဲ့တာတဲ့ 😂🤭😊,neutral
3791,ကျိုက်,positive
3793,🥺🖤,positive
3794,🙃,negative
3796,ငါနဲ့နင်နဲ့ဘာကြောင့်ချစ်ခဲ့ကြလဲ💔,negative
3798,😘😘😘😘,positive
3799,🥳🥳,positive
3801,👽🎧,positive
3802,🙂🙂🙂,positive
3803,လွန်ခဲ့တဲ့၂လလောက်ကတည်းကရက်တိုင်းအလိုလိုမျှော်ခဲ့ရတဲ့သီချင်း,positive
3805,😚😙😚😇,positive
3806,ကို အချစ်ဆုံး 😘😘,positive
3807,ရဲ့ တွေမှာ ကြက်သီးတွေတောင်ထတယ်။,neutral
3808,အရမ်းကြိုက်ပါတယ်💕💕,positive
3809,တယ်ဗျာ,neutral
3811,လွမ်းနေတုန်းပဲဒါမဲ့သူသိမှာမဟုတ်ဘူး,negative
3815,😱 💓,positive
3816,ကြောင့်သီချင်း ကျ,neutral
3817,ဘာကြောင့်နင်နဲ့ငါနဲ့ဝေးခဲ့ရလည်း,negative
3818,😾,positive
3820,အမြင့်လေးတေပါရင်ပိုကြေကွဲရမယ်ထင်တယ်ကိုဂျေ,neutral
3821,လေးနဲ့ဆို တော်တော်ကောင်းမယ်😝😍,positive
3822,အချိန်တိုင်းနားထောင်ချင်နေတာ🤍,positive
3825,မင်း ပန်းဘဲခူးခူးလမ်းဘဲကူးကူး ဘဝမှာ ဂရုစိုက်ပါ,positive
3826,🙄🤷🏻 💩 🔥🔥,positive
3827,တစ်ချို့သော စကားလုံးတွေက ညီမလို့ တစ်ယောက်အတွက် အရမ်းကို တိုက်ဆိုင်လွန်းတယ်,positive
3829,ကညံ့,negative
3830,ဘယ်နှစ်ကြိမ်မှန်းကိုမသိတော့ဘူးနားထောင်မိနေတယ် ကြိုက်တယ်,positive
3831,အကိုတို႔အဖြဲ႕ မွာသြားဆိုတာလား ကို,neutral
3832,ကျွန်တော့်ခံစားချက်တွေနဲ့ထပ်တူကျပါတယ်,positive
3834,🎵,positive
3836,သူမကိုခုထိချစ်နေတုန်းပဲ သူမတော့ဘယ်သိတော့မလည်း အမြဲချစ်နေရတာပါ သူ့ရဲ့အဝေးကပေါ့,negative
3837,မပါရင် ကဘာဆိုမှန်းမသိတာ 😅😅,neutral
3838,🍩ဒိုးနပ်လေး မျှော်နေပါတယ်,positive
3839,ဒါလေးထွက်ဖို့အကြာရီးစောင့်နေရတာ🥺,positive
3841,စောင့်နေရတာတန်ပါတယ်ရှင်နှစ်ယောက်ဆိုတော့မိုက်ပီအရမ်းကြိုက်🔥,positive
3842,အရမ်းကောင်းတယ် ချစ်ရသူနဲ့ပျော်ရွှင်နေရတာတောင်နားထောင်ရင်တစ်ခုခုကြေကွဲသလိုမျိုးပေါ့,positive
3843,ဆိုတဲ့အပိုဒ်ပီးရင် အစကိုပဲ ြပန်နားထောင်ဖြစ်တယ် က အသံတိုးတော့ မလိုက်ဘူး နားထောင်ရတာ,neutral
3845,မျှော်နေတာ ထွက်ပီပေါ့ခုတော့🥺👀🤍,positive
3846,စောင့်နေတာကြာကိုကြီးရ😔😔😔😔ေကာင်မလေးနဲ့တောင်ပျက်သွား😔😔😔😔,negative
3848,🥹💖,positive
3850,နားထောင်ချင်လို့စောင့်နေတာကြာပြီ ခုတော့ထွက်လာပြီ😍😍,positive
3852,အပိုင်းနဲကောင်းတယ် 🙄🤌🏻,positive
